,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,label
0,1.984126984126984,3.571428571428571,5.158730158730158,6.349206349206349,7.5396825396825395,0.15296638830623582,0.17383714264721975,0.147845895461902,0.05401475342842788,0.09046903392761928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.984126984126984,3.1746031746031744,5.158730158730158,5.952380952380952,7.936507936507936,0.14027123777010286,0.1138222807459226,0.08201531540567863,0.12718867793170807,0.04186697663637661,2
1,0.7936507936507936,0.0,0.0,0.0,0.0,1.705134687784127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,3.1746031746031744,3.968253968253968,4.761904761904762,6.349206349206349,0.7553668324925695,0.3576612725897887,0.22086287014345812,0.19178255363848068,0.14424554110798327,0
2,0.7936507936507936,1.5873015873015872,3.571428571428571,5.158730158730158,6.746031746031746,0.0027459381743548555,0.005691124990927789,0.011416560276066901,0.009102821756066982,0.009770803655249093,1.1904761904761905,1.984126984126984,2.7777777777777777,3.571428571428571,4.365079365079365,0.0064026716623345505,0.012467530294918275,0.0063241923651974575,0.00334428510743057,0.007573765973627118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
3,1.5873015873015872,2.380952380952381,5.158730158730158,7.5396825396825395,8.73015873015873,0.04068260933861418,0.0410289205769557,0.03095868095211329,0.04010689458895372,0.02470703684150659,0.7936507936507936,3.1746031746031744,4.365079365079365,6.349206349206349,7.142857142857142,0.012743602309643923,0.022126673942210427,0.01881972584235944,0.008091684953650504,0.011578890928576106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
4,1.1904761904761905,1.984126984126984,3.1746031746031744,4.365079365079365,5.158730158730158,4.923920054107192,1.7262077201623351,1.1087092811705477,0.3347414678334474,0.3303474278185102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,1.984126984126984,3.571428571428571,4.365079365079365,6.746031746031746,0.5428465722075629,0.6508784798861077,0.1509831860151214,0.22296436208565573,0.27705233563337806,1
5,1.1904761904761905,1.984126984126984,2.7777777777777777,3.571428571428571,4.761904761904762,2.172491997014518,2.17743413666445,1.565932652050857,1.1741557029401304,0.894144861989803,0.7936507936507936,1.5873015873015872,2.380952380952381,3.1746031746031744,0.0,4.656832408830897,4.846673218300419,3.0824814973117713,2.361505532146497,0.0,0.7936507936507936,1.5873015873015872,2.380952380952381,3.1746031746031744,3.968253968253968,3.3710507498962983,1.8536623109346786,1.9915044748493265,1.167144534708191,0.7876530318210725,0
6,1.1904761904761905,1.984126984126984,3.1746031746031744,3.968253968253968,5.555555555555555,4.642427201786228,1.596180125758143,0.5031909324700826,0.5328958294259045,0.13249381141195432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,1.984126984126984,3.571428571428571,4.761904761904762,6.746031746031746,0.4696167804180132,0.6419030209778276,0.5248118286594791,0.3175880175106212,0.15426848037831145,1
7,1.1904761904761905,2.380952380952381,3.1746031746031744,3.968253968253968,6.349206349206349,2.177869951385344,0.5203472709509045,0.39162401032563326,0.30661744419445836,0.15038435213781542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936507936507936,1.5873015873015872,2.7777777777777777,3.968253968253968,5.158730158730158,2.0305446560305866,0.8069034130508946,0.4362479681310882,0.16632412667143595,0.09807504870388048,0
8,0.7936507936507936,1.5873015873015872,2.380952380952381,3.1746031746031744,3.968253968253968,1.8489844474699555,0.6922895452314921,0.5671609314601208,0.37887365458820105,0.44961571337924167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5873015873015872,2.380952380952381,3.1746031746031744,3.968253968253968,4.761904761904762,0.27337512653354606,0.2614893547673052,0.2580064161987482,0.2630108932102245,0.29067643679469535,2
9,0.7936507936507936,1.984126984126984,3.571428571428571,4.365079365079365,5.158730158730158,3.792240183305106,4.232060887280965,2.730314863000694,1.0091927133114746,1.2302827293118312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936507936507936,1.5873015873015872,2.7777777777777777,3.968253968253968,5.555555555555555,1.0603510620167123,1.0348890152030539,1.1498828128552934,0.5382811399856969,0.703053504015967,1
10,0.7936507936507936,1.984126984126984,2.7777777777777777,3.968253968253968,5.158730158730158,0.024696296630243666,0.019310434125877404,0.03052307420623148,0.019969040652688244,0.027993879091949385,0.3968253968253968,1.984126984126984,2.7777777777777777,3.968253968253968,4.761904761904762,0.07279974226166121,0.06648437096764077,0.11095106140528876,0.034428144192648,0.03133172699332612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,1.984126984126984,2.7777777777777777,3.571428571428571,5.158730158730158,1.9738281361306287,0.19025604676955843,0.081709666055962,0.06843663795961813,0.12397246746641488,2
